"USERNAME","DATE","TIME"
"kjogow527","2022-12-24","23:42:26"
"kwog@hydro.mb.ca","2022-12-25","11:10:33"
"kwog@hydro.mb.ca","2022-12-25","12:11:57"
"kwog@hydro.mb.ca","2022-12-25","12:12:20"
"kwog@hydro.mb.ca","2022-12-25","12:13:46"
"kwog@hydro.mb.ca","2022-12-25","12:20:48"
"kwog@hydro.mb.ca","2022-12-25","12:22:38"
"kwog@hydro.mb.ca","2022-12-25","12:22:58"
"kwog@hydro.mb.ca","2022-12-25","12:32:02"
"kwog@hydro.mb.ca","2022-12-25","12:34:27"
"kwog@hydro.mb.ca","2022-12-25","12:37:05"
"kwog@hydro.mb.ca","2022-12-25","12:39:39"
"kwog@hydro.mb.ca","2022-12-25","12:40:28"
"kwog@hydro.mb.ca","2022-12-25","12:41:01"
"kwog@hydro.mb.ca","2022-12-25","12:41:53"
"kwog@hydro.mb.ca","2022-12-25","12:43:44"
"kwog@hydro.mb.ca","2022-12-25","12:43:48"
"kwog@hydro.mb.ca","2022-12-25","12:47:13"
"kwog@hydro.mb.ca","2022-12-25","12:59:10"
"kwog@hydro.mb.ca","2022-12-25","12:59:30"
"kwog@hydro.mb.ca","2022-12-25","12:59:46"
"kwog@hydro.mb.ca","2022-12-25","12:59:52"
"kwog@hydro.mb.ca","2022-12-25","13:00:21"
"kwog@hydro.mb.ca","2022-12-25","13:14:40"
"kwog@hydro.mb.ca","2022-12-25","13:14:56"
"kwog@hydro.mb.ca","2022-12-25","13:14:59"
"kwog@hydro.mb.ca","2022-12-25","13:15:02"
"kwog@hydro.mb.ca","2022-12-25","13:15:10"
"kwog@hydro.mb.ca","2022-12-25","13:15:40"
"kwog@hydro.mb.ca","2022-12-25","13:16:08"
"kwog@hydro.mb.ca","2022-12-25","13:30:29"
"kwog@hydro.mb.ca","2022-12-25","13:34:35"
"kwog@hydro.mb.ca","2022-12-25","13:34:39"
"kwog@hydro.mb.ca","2022-12-25","13:34:43"
"kwog@hydro.mb.ca","2022-12-25","13:35:09"
"kwog@hydro.mb.ca","2022-12-25","13:36:19"
"kwog@hydro.mb.ca","2022-12-25","13:37:29"
"kwog@hydro.mb.ca","2022-12-25","13:39:11"
"kwog@hydro.mb.ca","2022-12-25","13:39:15"
"kwog@hydro.mb.ca","2022-12-25","13:39:19"
"kwog@hydro.mb.ca","2022-12-25","13:40:20"
"kwog@hydro.mb.ca","2022-12-25","13:49:15"
"kwog@hydro.mb.ca","2022-12-25","13:49:37"
"jimmy123","2022-12-25","14:05:04"
"kwog@hydro.mb.ca","2022-12-25","14:51:33"
"kwog@hydro.mb.ca","2022-12-25","14:51:56"
"kwog@hydro.mb.ca","2022-12-25","14:53:37"
"kwog@hydro.mb.ca","2022-12-25","14:53:48"
"kjogow527","2022-12-25","15:00:33"
"kwog@hydro.mb.ca","2022-12-25","15:47:52"
"jimmy123","2022-12-25","15:49:53"
"kjogow527","2022-12-25","15:59:17"
"kwog@hydro.mb.ca","2022-12-25","16:28:53"
"kwog@hydro.mb.ca","2022-12-25","18:51:04"
"kjogow527","2022-12-25","22:00:26"
"kwog@hydro.mb.ca","2022-12-26","12:57:16"
"kwog@hydro.mb.ca","2023-01-06","12:25:10"
"kwog@hydro.mb.ca","2023-01-10","16:03:00"
"kwog@hydro.mb.ca","2023-01-10","16:15:24"
"kwog@hydro.mb.ca","2023-01-12","15:30:20"
"kwog@hydro.mb.ca","2023-01-13","08:31:29"
"kwog@hydro.mb.ca","2023-01-13","13:24:49"
"kwog@hydro.mb.ca","2023-01-17","10:59:45"
"kwog@hydro.mb.ca","2023-01-20","07:46:45"
"kwog@hydro.mb.ca","2023-01-20","13:11:13"
"kwog@hydro.mb.ca","2023-01-27","07:39:41"
"kwog@hydro.mb.ca","2023-02-03","11:59:31"
"kwog@hydro.mb.ca","2023-02-03","14:02:50"
"kwog@hydro.mb.ca","2023-02-03","14:04:41"
"kwog@hydro.mb.ca","2023-02-03","14:13:17"
"kwog@hydro.mb.ca","2023-02-07","18:26:23"
"kwog@hydro.mb.ca","2023-02-07","18:29:02"
"kwog@hydro.mb.ca","2023-02-07","18:38:58"
"kwog@hydro.mb.ca","2023-02-07","18:55:40"
"kwog@hydro.mb.ca","2023-02-07","18:58:20"
"kwog@hydro.mb.ca","2023-02-07","19:00:20"
"kwog@hydro.mb.ca","2023-02-07","19:06:21"
"kwog@hydro.mb.ca","2023-02-07","19:07:43"
"kwog@hydro.mb.ca","2023-02-07","19:09:29"
"kwog@hydro.mb.ca","2023-02-07","19:20:38"
"kwog@hydro.mb.ca","2023-02-07","19:21:05"
"kwog@hydro.mb.ca","2023-02-07","19:23:22"
"kwog@hydro.mb.ca","2023-02-09","13:05:09"
"kwog@hydro.mb.ca","2023-02-09","13:33:44"
"kwog@hydro.mb.ca","2023-02-10","07:49:44"
"kwog@hydro.mb.ca","2023-02-10","14:32:45"
"kwog@hydro.mb.ca","2023-02-16","13:04:41"
"kwog@hydro.mb.ca","2023-02-16","13:12:54"
"kwog@hydro.mb.ca","2023-02-17","08:18:42"
"kwog@hydro.mb.ca","2023-02-17","10:35:24"
"kwog@hydro.mb.ca","2023-02-17","10:39:09"
"kwog@hydro.mb.ca","2023-02-17","10:39:35"
"kwog@hydro.mb.ca","2023-02-24","08:23:30"
"kwog@hydro.mb.ca","2023-02-24","12:03:40"
"kwog@hydro.mb.ca","2023-02-24","15:15:34"
"kwog@hydro.mb.ca","2023-03-10","13:15:39"
"kwog@hydro.mb.ca","2023-03-10","13:44:27"
